value,start_sec,end_sec,n_samples,mean_diff,min_diff,max_diff,duration_sec
False,4490.486,4503.499,14,69.47298370845733,52.54150390625,110.59860568576389,14.013999999999925
True,4504.5,4561.557,58,23.370150862068964,17.68454318576389,25.726264105902775,58.057999999999794
False,4562.558,4706.702,145,72.38999865301724,40.76350911458333,191.51161024305554,145.14500000000024
True,4707.703,4846.842,140,18.29075462704613,13.263671875,24.38359917534722,140.13999999999922
False,4847.843,4878.874,32,60.712104797363274,41.15776909722222,102.94867621527777,32.031999999999954
True,4879.875,4982.978,104,19.131508069160656,14.604627821180555,21.955322265625,104.10400000000007
False,4983.979,5021.0160000000005,38,68.41353638409173,43.50843641493055,125.20966254340277,38.03800000000027
True,5022.017,5135.13,114,18.51329067297149,13.944010416666666,22.254150390625,114.11400000000029
False,5136.131,5149.144,14,89.07459658668154,50.10565863715277,118.59228515625,14.013999999999925
True,5150.145,5252.247,103,18.012072187668554,13.363254123263888,21.36550564236111,103.10299999999987
False,5253.2480000000005,5343.338,91,58.42330407222985,47.14998372395833,104.73828125,91.09099999999924
True,5344.339,5435.43,92,18.07562019974713,9.574761284722221,24.01101345486111,92.09200000000035
False,5436.4310000000005,5468.463,33,63.88731800426137,34.77956814236111,102.46712239583333,33.03299999999925
True,5469.464,5574.569,106,14.65932939637382,10.677381727430555,17.938368055555554,106.10600000000048
False,5575.57,5595.59,21,76.65222232556216,45.38525390625,123.74408637152777,21.02100000000044
True,5596.591,5607.602,12,17.32053177445023,17.198649088541664,17.744764539930554,12.011999999999517
False,5608.603,5678.673,71,57.006162735964395,43.236572265625,102.36292860243054,71.07099999999971
True,5679.674,5764.759,86,14.349154213602226,9.363172743055555,17.44512261284722,86.08600000000004
False,5765.76,5795.79,31,65.3186743951613,47.67149522569444,131.717529296875,31.03099999999975
True,5796.791,5897.892,102,13.513558846932868,9.48196072048611,17.052978515625,102.10199999999966
False,5898.893,5923.918,26,53.65758964342948,48.52918836805555,59.63709852430555,26.02599999999964
